127.0.0.1 - - [09/Dec/2015:18:54:41 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:55 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 200 15724
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 200 32033
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 200 753
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 200 6255
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 200 147417
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 200 275155
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 200 104212
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/assets/imagem/background.jpg HTTP/1.1" 200 71586
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:56 -0200] "GET /Hamburgueria/assets/imagem/ofertadodia3.png HTTP/1.1" 200 19693
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:57 -0200] "GET /Hamburgueria/assets/imagem/imagem4.png HTTP/1.1" 200 841552
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:58 -0200] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:58 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.html HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:58 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449694556343 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:55:58 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449694556344 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:00 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 571
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:00 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:23 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 200 3568
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:23 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449694556345 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:23 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js?_=1449694556346 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:23 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449694556347 HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:23 -0200] "GET /Hamburgueria/resources/funcionario/css/funcionario.css HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:23 -0200] "GET /Hamburgueria/resources/funcionario/js/cadastroFuncionario.js?_=1449694556348 HTTP/1.1" 200 2616
0:0:0:0:0:0:0:1 - - [09/Dec/2015:18:56:23 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:28 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:39 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449694556349 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:39 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449694556350 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:41 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:43 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 533
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:50 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449694556351 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:50 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js?_=1449694556352 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:50 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449694556353 HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:50 -0200] "GET /Hamburgueria/resources/funcionario/js/cadastroFuncionario.js?_=1449694556354 HTTP/1.1" 200 2631
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:18:51 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:19:49 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449694556355 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:19:49 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 533
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:19:49 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449694556356 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:19:53 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449694556357 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:19:53 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js?_=1449694556358 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:19:53 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449694556359 HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:19:53 -0200] "GET /Hamburgueria/resources/funcionario/js/cadastroFuncionario.js?_=1449694556360 HTTP/1.1" 200 2631
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:19:53 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/ HTTP/1.1" 200 4388
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 200 1230
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 200 1269
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 200 147417
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 200 1292
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 200 104212
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 200 6255
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 200 84345
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 200 36816
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 200 52091
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 200 854
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 200 15724
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 200 32033
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:23 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 200 753
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:24 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 200 275155
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:24 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 200 289
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:24 -0200] "GET /Hamburgueria/assets/imagem/background.jpg HTTP/1.1" 200 71586
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:24 -0200] "GET /Hamburgueria/assets/imagem/ofertadodia3.png HTTP/1.1" 200 19693
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:25 -0200] "GET /Hamburgueria/assets/imagem/imagem4.png HTTP/1.1" 200 841552
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:25 -0200] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:27 -0200] "GET /Hamburgueria/resources/funcionario/gerenciaAdmin.html HTTP/1.1" 200 775
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:27 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449696023737 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:27 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449696023738 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:30 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 533
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:30 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:31 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 200 3573
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:31 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449696023739 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:31 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js?_=1449696023740 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:31 -0200] "GET /Hamburgueria/resources/funcionario/css/funcionario.css HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:31 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449696023741 HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:31 -0200] "GET /Hamburgueria/resources/funcionario/js/cadastroFuncionario.js?_=1449696023742 HTTP/1.1" 200 2631
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:20:31 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:22:17 -0200] "POST /Hamburgueria/rest/funcionarioRest/addFuncionario HTTP/1.1" 500 240
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:22:19 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:39 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449696023743 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:39 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449696023744 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:40 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 200 3695
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:41 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449696023745 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:41 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js?_=1449696023746 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:41 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449696023747 HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:41 -0200] "GET /Hamburgueria/resources/funcionario/js/cadastroFuncionario.js?_=1449696023748 HTTP/1.1" 200 2688
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:43 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [09/Dec/2015:19:42:43 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:02:54 -0200] "POST /Hamburgueria/rest/funcionarioRest/addFuncionario HTTP/1.1" 500 239
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:06:52 -0200] "POST /Hamburgueria/rest/funcionarioRest/addFuncionario HTTP/1.1" 500 240
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:07:10 -0200] "POST /Hamburgueria/rest/funcionarioRest/addFuncionario HTTP/1.1" 500 240
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:42 -0200] "POST /Hamburgueria/rest/funcionarioRest/addFuncionario HTTP/1.1" 500 240
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:45 -0200] "POST /Hamburgueria/rest/funcionarioRest/addFuncionario HTTP/1.1" 500 240
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:47 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:48 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:49 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449698927908 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:49 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449698927909 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:50 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 557
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:51 -0200] "GET /Hamburgueria/resources/funcionario/cadastroFuncionario.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:51 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449698927910 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:51 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js?_=1449698927911 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:51 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449698927912 HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:51 -0200] "GET /Hamburgueria/resources/funcionario/js/cadastroFuncionario.js?_=1449698927913 HTTP/1.1" 200 2789
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:08:51 -0200] "GET /Hamburgueria/rest/cidadesRest/buscarPorNome HTTP/1.1" 200 10644
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:10 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449698927914 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:10 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 557
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:10 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449698927915 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:12 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449698927916 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:12 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js?_=1449698927917 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:12 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449698927918 HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:12 -0200] "GET /Hamburgueria/resources/funcionario/js/cadastroFuncionario.js?_=1449698927919 HTTP/1.1" 200 2728
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:54 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449698927920 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:54 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 557
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:54 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449698927921 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/assets/css/bootstrap-switch.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/assets/css/hover-min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/assets/js/ajax.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/resources/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:57 -0200] "GET /Hamburgueria/assets/js/jquery-2.1.4.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/assets/css/bootstrap.css.map HTTP/1.1" 404 1033
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/assets/js/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/assets/js/bootstrap-switch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/assets/js/bootstrap-datepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/resources/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/assets/imagem/johnny-rockets.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:10:58 -0200] "GET /Hamburgueria/resources/ofertadia.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:11:05 -0200] "GET /Hamburgueria/resources/funcionario/js/gerenciaAdmin.js?_=1449699058029 HTTP/1.1" 200 2020
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:11:05 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449699058030 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:11:05 -0200] "GET /Hamburgueria/rest/funcionarioRest/buscarFuncionariosPorNome/null HTTP/1.1" 200 557
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:11:06 -0200] "GET /Hamburgueria/assets/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:11:08 -0200] "GET /Hamburgueria/assets/js/jquery-validate.min.js?_=1449699058031 HTTP/1.1" 200 3884
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:11:08 -0200] "GET /Hamburgueria/assets/js/bootbox.min.js?_=1449699058032 HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [09/Dec/2015:20:11:08 -0200] "GET /Hamburgueria/assets/js/cidade.js?_=1449699058033 HTTP/1.1" 200 386
